Filme,Realizador,Ano lancamento,Rating,Duracao,Genero
Refugee,"Clementine Malpas, Leslie Knott",2016,4,24 min,Documentaries
Regatta,Mohamed Samy,2015,5,100 min,Action & Adventure
Reincarnated,Andy Capper,2012,1,96 min,Documentaries
Rembat,Shamyl Othman,2015,1,88 min,Action & Adventure
Remember,Atom Egoyan,2015,3,95 min,Action & Adventure
Remember Me,Allen Coulter,2010,4,112 min,Dramas
Rememory,Mark Palansky,2017,3,112 min,Dramas
Resident Evil: Afterlife,Paul W.S. Anderson,2010,3,97 min,Action & Adventure
Residente,René Pérez Joglar,2017,1,97 min,Documentaries
Restless Creature: Wendy Whelan,"Linda Saffire, Adam Schlesinger",2016,1,94 min,Documentaries
Return To The 36th Chamber,Chia-Liang Liu,1980,4,97 min,Action & Adventure
Revelations,Vijay Jayapal,2016,3,118 min,Dramas
Revenge of the Green Dragons,"Andrew Lau Wai-Keung, Andrew Loo",2014,5,95 min,Action & Adventure
Revolutionary Road,Sam Mendes,2008,2,120 min,Dramas
Rezeta,Fernando Frías De La Parra,2012,2,84 min,Dramas
Righteous Kill,Jon Avnet,2008,5,101 min,Dramas
Ringan,Makarand Mane,2015,5,103 min,Dramas
Rise of the Zombie,"Devaki Singh, Luke Kenny",2013,5,83 min,Horror Movies
Rivaaz,Ashok Nanda,2011,2,107 min,Dramas
Road to Sangam,Amit Rai,2010,1,136 min,Dramas
Road to Yesterday,Ishaya Bako,2015,5,96 min,Dramas
Roberto Saviano: Writing Under Police Protection,Pierfrancesco Diliberto,2016,1,45 min,Documentaries
Robin Hood: The Rebellion,Nicholas Winter,2018,3,92 min,Action & Adventure
Rocky,John G. Avildsen,1976,4,120 min,Action & Adventure
Rocky II,Sylvester Stallone,1979,1,119 min,Dramas
Rocky III,Sylvester Stallone,1982,1,100 min,Dramas
Rocky IV,Sylvester Stallone,1985,5,92 min,Dramas
Rocky V,John G. Avildsen,1990,3,104 min,Dramas
Roger Corman's Death Race 2050,G.J. Echternkamp,2017,3,93 min,Action & Adventure
Roh's Beauty,Sameh Abdulaziz,2014,1,98 min,Dramas
Roll Red Roll,Nancy Schwartzman,2018,2,80 min,Documentaries
Rolling Papers,Mitch Dickman,2015,3,79 min,Documentaries
Romeo Ranjha,Navaniat Singh,2014,3,122 min,Action & Adventure
Room,Lenny Abrahamson,2015,5,118 min,Dramas
Room for Rent,Matthew Atkinson,2017,4,89 min,Comedies
Room on the Broom,"Max Lang, Jani Lachauer",2012,2,26 min,Children & Family Movies
Roots,Shweta Basu Prasad,2016,2,62 min,Documentaries
Rosemary's Baby,Roman Polanski,1968,2,137 min,Classic Movies
Rounders,John Dahl,1998,4,121 min,Dramas
Rukh,Atanu Mukherjee,2017,3,103 min,Dramas
Rumble,R. Ellis Frazier,2016,4,92 min,Action & Adventure
Rumble in the Bronx,Stanley Tong,1995,3,89 min,Action & Adventure
Rumor Has It,Rob Reiner,2005,3,97 min,Comedies
Run,Jeeva,2004,5,134 min,Action & Adventure
Runaway Bride,Garry Marshall,1999,2,116 min,Comedies
Running for Grace,David L. Cunningham,2018,4,110 min,Dramas
Running Out Of Time,Chris Stokes,2018,4,88 min,Thrillers
Russell Madness,Robert Vince,2015,4,93 min,Children & Family Movies
Russell Peters: Notorious,Dave Higby,2013,4,72 min,Stand-Up Comedy
Rustom,Dharmendra Suresh Desai,2016,5,141 min,Dramas
S Is for Stanley,Alex Infascelli,2016,2,82 min,Documentaries
S.W.A.T.,Clark Johnson,2003,4,117 min,Action & Adventure
Saath Saath,Raman Kumar,1982,1,118 min,Dramas
Sacro GRA,Gianfranco Rosi,2013,1,91 min,Documentaries
Sadece Sen,Hakan Yonat,2014,2,105 min,Dramas
Sadie's Last Days on Earth,Michael Seater,2016,1,94 min,Comedies
Sadma,Balu Mahendra,1983,1,137 min,Dramas
Saeed Mirza: The Leftist Sufi,"Kireet Khurana, Padmakumar Narasimhamurthy",2016,1,61 min,Documentaries
Safety Not Guaranteed,Colin Trevorrow,2012,2,86 min,Comedies
Saheb Bibi Golaam,Pratim D. Gupta,2016,1,118 min,Dramas
Sairat,Nagraj Manjule,2016,2,173 min,Dramas
Sakhi,Sanjay Soorkar,2007,5,152 min,Dramas
Salem: His Sister's Father,Mohamed Hamdy,2014,3,99 min,Dramas
Samantaral,Partha Chakraborty,2017,3,110 min,Dramas
Samarppanam,K. Gopinathan,2017,2,116 min,Dramas
Sameer Abu Alneel,Amr Arafa,2013,3,107 min,Comedies
Samson,"Bruce MacDonald, Gabriel Sabloff",2018,1,109 min,Action & Adventure
Samudri Lootere,Anirban Majumder,2018,1,65 min,Children & Family Movies
San Pietro,John Huston,1945,1,32 min,Classic Movies
Sanai Choughade,Rajeev Patil,2008,4,122 min,Comedies
Sangam,Raj Kapoor,1964,4,228 min,Classic Movies
Santa Claws,Glenn Miller,2014,5,86 min,Children & Family Movies
Santa's Apprentice,Luc Vinciguerra,2010,2,72 min,Children & Family Movies
Sarah's Key,Gilles Paquet-Brenner,2010,2,102 min,Dramas
Sardaar ji,Rohit Jugraj,2015,2,140 min,Comedies
Sardaarji 2,Rohit Jugraj,2016,2,145 min,Action & Adventure
Sarivar Sari,Gajendra Ahire,2005,2,126 min,Dramas
Sarvopari Palakkaran,Venugopan,2017,1,133 min,Dramas
Sat Sri Akal,Kamal Sahani,2008,4,141 min,Dramas
Satan & Adam,V. Scott Balcerek,2018,5,78 min,Documentaries
Satrangi Re,Aditya Sarpotdar,2012,4,150 min,Dramas
Satte Pe Satta,Raj N. Sippy,1982,3,153 min,Comedies
Saturday Church,Damon Cardasis,2017,5,83 min,Dramas
Savage Dog,Jesse V. Johnson,2017,2,95 min,Action & Adventure
Savage Raghda,Mahmoud Karim,2018,1,93 min,Comedies
Saving Mr. Banks,John Lee Hancock,2013,4,126 min,Comedies
Saving Zoë,Jeffrey G. Hunt,2019,4,95 min,Dramas
Say When,Lynn Shelton,2014,5,99 min,Comedies
Scales: Mermaids Are Real,Kevan Peterson,2017,4,93 min,Children & Family Movies
Scandal in Sorrento,Dino Risi,1955,5,93 min,Classic Movies
Scary Movie,Keenen Ivory Wayans,2000,2,88 min,Comedies
Scary Movie 5,Malcolm D. Lee,2013,2,88 min,Comedies
Schindler's List,Steven Spielberg,1993,5,195 min,Classic Movies
School Daze,Spike Lee,1988,3,120 min,Comedies
Scooby-Doo on Zombie Island,"Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum",1998,4,77 min,Children & Family Movies
Scott Pilgrim vs. the World,Edgar Wright,2010,2,112 min,Action & Adventure
Scream 2,Wes Craven,1997,2,121 min,Horror Movies
Scream 3,Wes Craven,2000,5,117 min,Horror Movies
Seal Team Six: The Raid on Osama Bin Laden,John Stockwell,2012,3,90 min,Action & Adventure
Searching for Bobby Fischer,Steven Zaillian,1993,4,110 min,Children & Family Movies
Searching for Sugar Man,Malik Bendjelloul,2012,4,86 min,Documentaries
Season of the Witch,Dominic Sena,2011,2,95 min,Action & Adventure
Secret,Jay Chou,2007,1,101 min,Dramas
Secret in Their Eyes,Billy Ray,2015,3,111 min,Dramas
Secrets of Althorp - The Spencers,Kasia Uscinska,2013,4,54 min,Documentaries
Secrets of Chatsworth,Susannah Ward,2013,5,54 min,Documentaries
Secrets of Henry VIII's Palace: Hampton Court,Sam Taplin,2013,4,54 min,Documentaries
Secrets of Her Majesty's Secret Service,Kasia Uscinska,2014,4,55 min,Documentaries
Secrets of Highclere Castle,Vicky Matthews,2013,1,54 min,Documentaries
Secrets of Scotland Yard,Susannah Ward,2013,2,55 min,Documentaries
Secrets of Selfridges,Sam Taplin,2014,3,55 min,Documentaries
Secrets of the Tower of London,Vicky Matthews,2013,1,55 min,Documentaries
Secrets of Underground London,"Vicky Matthews, Gareth Sacala",2014,1,55 min,Documentaries
Secrets of Westminster,Louise Wardle,2014,2,55 min,Documentaries
Sen Kimsin?,Ozan Açıktan,2012,4,102 min,Comedies
Senna,Asif Kapadia,2010,3,106 min,Documentaries
"Septiembre, un llanto en silencio",Kenneth Müller,2017,1,69 min,Dramas
Set Up,Mike Gunther,2011,3,85 min,Action & Adventure
Sex and the City 2,Michael Patrick King,2010,2,146 min,Comedies
Sex and the City: The Movie,Michael Patrick King,2008,4,145 min,Comedies
Sex Doll,Sylvie Verheyde,2016,5,103 min,Dramas
"Sexo, Pudor y Lagrimas",Antonio Serrano,1999,5,111 min,Comedies
SGT. Will Gardner,Max Martini,2019,5,125 min,Dramas
Shahanpan Dega Deva,Sudesh Manjrekar,2011,3,115 min,Comedies
Shakti: The Power,Krishna Vamshi,2002,4,168 min,Dramas
Shanghai,Dibakar Banerjee,2012,2,109 min,Dramas
Shararat,Gurudev Bhalla,2002,4,148 min,Comedies
Shark Busters,Herman Yau,2002,3,92 min,Dramas
Shark Night,David R. Ellis,2011,1,91 min,Horror Movies
Shaurya: It Takes Courage to Make Right... Right,Samar Khan,2008,3,135 min,Dramas
She Did That,,2019,4,71 min,Documentaries
Shelter,"Måns Mårlind, Björn Stein",2010,3,112 min,Horror Movies
Sherlock Holmes,Guy Ritchie,2009,4,128 min,Action & Adventure
Shiva,Ram Gopal Varma,1990,4,168 min,Action & Adventure
Shopkins: Chef Club,Raymond McGrath,2016,4,45 min,Movies
Shopkins: Wild,"Adele K. Thomas, Richard Bailey",2018,5,75 min,Movies
Shopkins: World Vacation,Richard Bailey,2017,1,71 min,Movies
Shorgul,"Jitendra Tiwari, Pranav Singh",2016,5,122 min,Dramas
Short Term 12,Destin Daniel Cretton,2013,3,97 min,Dramas
Shorts,Robert Rodriguez,2009,4,89 min,Children & Family Movies
SHOT! The Psycho-Spiritual Mantra of Rock,Barney Clay,2016,3,98 min,Documentaries
Shuddhi,Adarsh Eshwarappa,2017,2,115 min,Dramas
Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom",2004,3,96 min,Horror Movies
Sicilian Ghost Story,"Fabio Grassadonia, Antonio Piazza",2017,2,119 min,Dramas
Siddhant,Vivek Wagh,2014,1,105 min,Dramas
Silencer,Timothy Woodward Jr.,2018,5,88 min,Action & Adventure
Silent Hill: Revelation,M.J. Bassett,2012,3,94 min,Horror Movies
Silicon Cowboys,Jason Cohen,2016,5,77 min,Documentaries
Singh Saab the Great,Anil Sharma,2013,1,143 min,Action & Adventure
Single,Raditya Dika,2015,4,127 min,Comedies
Singularity,Robert Kouba,2017,2,92 min,Action & Adventure
Sinister Circle,Dorian Fernández-Moris,2017,1,87 min,Horror Movies
Siren,Gregg Bishop,2016,5,83 min,Horror Movies
Sister Code,Corey Grant,2015,1,95 min,Comedies
Skin Trade,Ekachai Uekrongtham,2014,3,96 min,Action & Adventure
Skiptrace,Renny Harlin,2016,5,107 min,Action & Adventure
Sky on Fire,Ringo Lam,2016,4,100 min,Action & Adventure
Skydancers,Fredric Lean,2014,1,49 min,Documentaries
Skyline,"Colin Strause, Greg Strause",2010,3,94 min,Action & Adventure
Sleeping with Other People,Leslye Headland,2015,4,101 min,Comedies
Sleepover,Joe Nussbaum,2004,3,89 min,Comedies
Sling Blade,Billy Bob Thornton,1996,4,135 min,Dramas
Sliver,Phillip Noyce,1993,4,107 min,Thrillers
Slow West,John Maclean,2015,4,84 min,Action & Adventure
Small Soldiers,Joe Dante,1998,4,110 min,Action & Adventure
Smart People,Noam Murro,2008,2,95 min,Comedies
Smash: Motorized Mayhem,,2017,3,66 min,Documentaries
SMOSH: The Movie,Alex Winter,2015,3,83 min,Comedies
Sniper: Special Ops,Fred Olen Ray,2016,4,86 min,Action & Adventure
Socha Na Tha,Imtiaz Ali,2005,4,137 min,Comedies
Social Animals,Jonathan Ignatius Green,2018,2,87 min,Documentaries
Soekarno,Hanung Bramantyo,2013,2,142 min,Dramas
Solo Con Tu Pareja,Alfonso Cuarón,1991,4,94 min,Comedies
Solo: A Star Wars Story,Ron Howard,2018,1,135 min,Action & Adventure
Solo: A Star Wars Story (Spanish Version),Ron Howard,2018,2,135 min,Action & Adventure
Solomon Kane,Michael J. Bassett,2009,4,104 min,Action & Adventure
Some Freaks,Ian MacAllister-McDonald,2017,4,97 min,Dramas
Something's Gotta Give,Nancy Meyers,2003,3,128 min,Comedies
Son of a Gun,Julius Avery,2014,2,109 min,Action & Adventure
Sons of Ben,Jeffrey C. Bell,2016,3,73 min,Documentaries
Soul Surfer,Sean McNamara,2011,2,106 min,Dramas
Soul to Keep,"David Allensworth, Monière",2019,1,94 min,Horror Movies
Sour Grapes,"Jerry Rothwell, Reuben Atlas",2016,1,85 min,Documentaries
Sparkle,Sam O'Steen,1976,3,98 min,Dramas
Speech & Debate,Dan Harris,2017,5,96 min,Comedies
Speed Is My Need,Mark Sloper,2019,2,75 min,Documentaries
Spider-Man 3,Sam Raimi,2007,3,139 min,Action & Adventure
Spider-Man: Into the Spider-Verse,"Peter Ramsey, Rodney Rothman, Bob Persichetti",2018,2,117 min,Action & Adventure
Spitfire: The Plane that Saved the World,"David Fairhead, Anthony Palmer",2018,2,95 min,Documentaries
Spotlight,Tom McCarthy,2015,4,129 min,Dramas
Spring Breakers,Harmony Korine,2012,1,94 min,Comedies
Sprinter,Storm Saulter,2018,1,112 min,Dramas
Spy Kids,Robert Rodriguez,2001,2,88 min,Children & Family Movies
Spy Kids 2: The Island of Lost Dreams,Robert Rodriguez,2002,4,100 min,Children & Family Movies
Spy Kids 3: Game Over,Robert Rodriguez,2003,5,83 min,Children & Family Movies
Spy Time,Javier Ruiz Caldera,2015,4,93 min,Action & Adventure
St. Agatha,Darren Lynn Bousman,2018,4,103 min,Horror Movies
Staged Killer,Christopher Ray,2019,1,88 min,Thrillers
Standoff,Adam Alleca,2015,3,86 min,Action & Adventure
Star Men,Alison E. Rose,2015,2,88 min,Documentaries
Star Wars: Episode VIII: The Last Jedi,Rian Johnson,2017,2,152 min,Action & Adventure
Starred Up,David Mackenzie,2013,2,106 min,Dramas
Stealing History,"Ola Flyum, David Hebditch",2006,5,52 min,Documentaries
Step Brothers,Adam McKay,2008,5,98 min,Comedies
Step Outside,Wael Ihsan,2018,4,89 min,Comedies
Stephanie,Akiva Goldsman,2017,3,86 min,Horror Movies
Sthaniya Sambaad,"Arjun Gourisaria, Moinak Biswas",2010,5,106 min,Dramas
Still,"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon",2010,4,100 min,Horror Movies
Stink!,Jon J. Whelan,2015,5,91 min,Documentaries
Stonehearst Asylum,Brad Anderson,2014,3,113 min,Horror Movies
Stop at Nothing: The Lance Armstrong Story,Alex Holmes,2014,2,100 min,Documentaries
Story of an Egg,Raj B. Shetty,2017,3,132 min,Comedies
Straight Up,James Sweeney,2020,2,96 min,Comedies
Strange but True,Rowan Athale,2019,1,96 min,Dramas
Stranger than Fiction,Marc Forster,2006,3,113 min,Comedies
Strictly Ballroom,Baz Luhrmann,1992,5,95 min,Classic Movies
Strike a Pose,"Ester Gould, Reijer Zwaan",2016,5,85 min,Documentaries
Stripes,Ivan Reitman,1981,4,106 min,Classic Movies
Striptease,Andrew Bergman,1996,3,117 min,Comedies
Stronger Than the World,Afonso Poyart,2016,1,123 min,Action & Adventure
Stuart Little 2,Rob Minkoff,2002,2,78 min,Children & Family Movies
Submission,J.M. Berrios,2019,3,95 min,Action & Adventure
Suburra,Stefano Sollima,2015,1,135 min,Dramas
Suckseed,Chayanop Boonprakob,2011,5,130 min,Comedies
Sudani from Nigeria,Zakariya,2018,3,115 min,Comedies
Suicide (Hitabdut),Benny Fredman,2014,5,114 min,International Movies
Suite Française,Saul Dibb,2014,1,107 min,Dramas
Summer Night,Joseph Cross,2019,1,93 min,Comedies
Summer of '92,Kasper Barfoed,2015,3,94 min,Dramas
Sunrise,Partho Sen-Gupta,2014,1,85 min,Dramas
Super Bheem Bana Vajraveer,Sumit Das,2018,1,63 min,Children & Family Movies
Super Dark Times,Kevin Phillips,2017,2,104 min,Dramas
Super Nani,Indra Kumar,2014,5,127 min,Comedies
Superbad,Greg Mottola,2007,2,113 min,Comedies
Superfly,Gordon Parks,1972,5,91 min,Action & Adventure
Superman Returns,Bryan Singer,2006,2,154 min,Action & Adventure
Superstar,Bruce McCulloch,1999,4,82 min,Comedies
Surat Dari Praha,Angga Dwimas Sasongko,2016,4,98 min,Dramas
Survivors Guide to Prison,Matthew Cooke,2017,1,103 min,Documentaries
Susanne Bartsch: On Top,"Anthony Caronna, Alexander Smith",2017,3,86 min,Documentaries
Sustainable,Matt Wechsler,2016,2,92 min,Documentaries
Swami,Basu Chatterjee,1977,3,123 min,Dramas
Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,2007,2,116 min,Dramas
Sweet Virginia,Jamie M. Dagg,2017,3,93 min,Dramas
Swiss Army Man,"Dan Kwan, Daniel Scheinert",2016,5,97 min,Comedies
Sword Master,Derek Yee,2016,5,108 min,Action & Adventure
Sword Masters: Two Champions of Shaolin,Cheh Chang,1980,1,101 min,Action & Adventure
Taal,Subhash Ghai,1999,5,177 min,Dramas
Tahaan,Santosh Sivan,2008,4,95 min,Dramas
Take Me Home Tonight,Michael Dowse,2011,3,97 min,Comedies
Tamanchey,Navneet Behal,2014,3,111 min,Action & Adventure
Tarif de nuit,Julien Seri,2015,2,81 min,International Movies
Tarzan,"Chris Buck, Kevin Lima",1999,1,89 min,Children & Family Movies
Tarzan 2,Brian Smith,2005,4,72 min,Children & Family Movies
Tattah,Sameh Abdulaziz,2013,5,112 min,Comedies
Tayo the Little Bus Movie: Mission Ace,Ryu Jung-woo,2016,2,48 min,Children & Family Movies
Teach Us All,Sonia Lowman,2017,5,81 min,Documentaries
Teen Patti,Leena Yadav,2010,3,137 min,Dramas
Teenage Cocktail,John Carchietta,2016,2,89 min,Dramas
Teenage Mutant Ninja Turtles,Kevin Munroe,2007,2,87 min,Children & Family Movies
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,1991,1,88 min,Children & Family Movies
Teenage Mutant Ninja Turtles: The Movie,Steve Barron,1990,4,94 min,Action & Adventure
Tees Maar Khan,Farah Khan,2010,1,125 min,Comedies
Tellur Aliens,Einar Gabbassov,2016,1,67 min,Children & Family Movies
Temporada de Caza,Natalia Garagiola,2017,1,108 min,Dramas
Ten Years,"Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang",2015,4,102 min,Dramas
Terminator 3: Rise of the Machines,Jonathan Mostow,2003,4,109 min,Action & Adventure
Terminator Salvation,McG,2009,3,115 min,Action & Adventure
Terra,"Yann Arthus-Bertrand, Michael Pitiot",2015,5,98 min,Documentaries
Terrifier,Damien Leone,2017,1,84 min,Horror Movies
Teshan,Sukhbir Singh,2016,2,133 min,Comedies
Tezz,Priyadarshan,2012,3,121 min,Action & Adventure
The 24 Hour War,"Nate Adams, Adam Carolla",2016,5,100 min,Documentaries
The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera",2016,5,117 min,Action & Adventure
The Accountant of Auschwitz,Matthew Shoychet,2018,1,78 min,Documentaries
The Adderall Diaries,Pamela Romanowsky,2015,5,87 min,Dramas
The Adventure Club,Geoff Anderson,2016,2,88 min,Children & Family Movies
The Adventures of Sharkboy and Lavagirl,Robert Rodriguez,2005,2,93 min,Children & Family Movies
The Adventures of Tintin,Steven Spielberg,2011,4,107 min,Children & Family Movies
The Aerial,Esteban Sapir,2007,5,99 min,Dramas
The Age of Shadows,Jee-woon Kim,2016,2,140 min,Action & Adventure
The American President,Rob Reiner,1995,1,113 min,Comedies
The Amityville Horror,Andrew Douglas,2005,1,89 min,Horror Movies
The Angry Birds Movie 2,"Thurop Van Orman, John Rice",2019,2,97 min,Children & Family Movies
The Animal People,"Denis Hennelly, Casey Suchan",2019,1,97 min,Documentaries
The Ant's Scream,Sameh Abdulaziz,2010,4,108 min,Comedies
The Apostate,Federico Veiroj,2015,1,80 min,Comedies
The Art of the Steal,Jonathan Sobol,2013,4,90 min,Action & Adventure
The Art of War,Christian Duguay,2000,1,117 min,Action & Adventure
The Assignment,Walter Hill,2016,4,95 min,Action & Adventure
The Autopsy of Jane Doe,André Øvredal,2016,1,86 min,Horror Movies
The Bachelors,Kurt Voelker,2017,1,100 min,Dramas
The Bad Education Movie,Elliot Hegarty,2015,5,87 min,Comedies
The Bad Kids,"Keith Fulton, Louis Pepe",2016,3,101 min,Documentaries
The Bare-Footed Kid,Johnnie To,1993,2,83 min,Action & Adventure
The Basement,"Brian M. Conley, Nathan Ives",2018,5,89 min,Horror Movies
The Battle of Midway,John Ford,1942,1,18 min,Classic Movies
The Bill Murray Stories: Life Lessons Learned From a Mythical Man,Tommy Avallone,2018,3,72 min,Documentaries
The Black Room,Rolfe Kanefsky,2016,5,95 min,Horror Movies
The Blackcoat's Daughter,Osgood Perkins,2015,5,95 min,Horror Movies
The Bleeder,Philippe Falardeau,2016,1,98 min,Dramas
The Bomb,"Kevin Ford, Smriti Keshari, Eric Schlosser",2016,4,59 min,Documentaries
The Book of Eli,"Albert Hughes, Allen Hughes",2010,5,118 min,Action & Adventure
The Boss's Daughter,Olivier Loustau,2015,3,98 min,Dramas
The Bounty Hunter,Andy Tennant,2010,5,111 min,Action & Adventure
The Box,Richard Kelly,2009,3,116 min,Sci-Fi & Fantasy
The Boy,William Brent Bell,2016,5,97 min,Horror Movies
The Boy in the Striped Pajamas,Mark Herman,2008,2,95 min,Dramas
The Brave One,Neil Jordan,2007,5,122 min,Dramas
The Brawler,Ken Kushner,2019,1,95 min,Dramas
The Breadwinner,Nora Twomey,2017,1,93 min,Children & Family Movies
The Break-Up,Peyton Reed,2006,2,107 min,Comedies
The Bridge,Kunle Afolayan,2017,4,119 min,Dramas
The Brothers Grimm,Terry Gilliam,2005,5,119 min,Action & Adventure
The Bucket List,Rob Reiner,2007,5,97 min,Comedies
The Bulbul's Nest,Husam El-Gohari,2013,2,96 min,Comedies
The Bund,,1983,3,103 min,Action & Adventure
The Bye Bye Man,Stacy Title,2017,1,96 min,Horror Movies
The Bygone,"Graham Phillips, Parker Phillips",2019,5,106 min,Independent Movies
The Cakemaker,Ofir Raul Graizer,2017,1,109 min,Dramas
The Captive,Atom Egoyan,2014,2,112 min,Dramas
The Car,Elliot Silverstein,1977,5,96 min,Cult Movies
The Carter Effect,Sean Menard,2017,5,60 min,Documentaries
The Case for Christ,Jon Gunn,2017,4,113 min,Dramas
The Cell,Tarek Al Eryan,2017,2,126 min,Action & Adventure
The CEO,Kunle Afolayan,2016,4,109 min,Dramas
The Charnel House,Craig Moss,2016,1,93 min,Horror Movies
The Chord,Magdy Al-Hawwary,2010,2,101 min,Dramas
The Chosen,Antonio Chavarrías,2016,4,111 min,Dramas
The Chosen Ones,David Pablos,2015,2,107 min,Dramas
The Christmas Candle,John Stephenson,2013,3,100 min,Dramas
The Christmas Project,Michael Buster,2016,3,92 min,Children & Family Movies
The Cincinnati Kid,Norman Jewison,1965,3,103 min,Classic Movies
